Date,Close,High,Low,Open,Volume,Ticker
2006-06-21,7.34864330291748,8.976249694824219,8.852499961853027,8.859999656677246,2218400,SSO
2006-06-22,7.27053165435791,8.885000228881836,8.782500267028809,8.885000228881836,1092800,SSO
2006-06-23,7.269505023956299,8.922499656677246,8.766249656677246,8.789999961853027,356800,SSO
2006-06-26,7.311641693115234,8.896249771118164,8.813750267028809,8.84375,301600,SSO
2006-06-27,7.182139873504639,8.921250343322754,8.734999656677246,8.921250343322754,917600,SSO
2006-06-28,7.245864391326904,8.837499618530273,8.712499618530273,8.761249542236328,340800,SSO
2006-06-29,7.553172588348389,9.186249732971191,8.923749923706055,8.9375,534400,SSO
2006-06-30,7.549061775207519,9.262499809265137,9.181249618530272,9.251250267028809,724800,SSO
2006-07-03,7.651838302612305,9.306249618530272,9.220000267028809,9.231249809265137,227200,SSO
2006-07-05,7.550089836120605,9.2212495803833,9.111249923706056,9.206250190734863,592000,SSO
2006-07-06,7.573721885681152,9.276249885559082,9.182499885559082,9.212499618530272,932800,SSO
2006-07-07,7.48636531829834,9.22249984741211,9.0600004196167,9.143750190734863,568800,SSO
2006-07-10,7.499727249145508,9.2162504196167,9.087499618530272,9.181249618530272,576000,SSO
2006-07-11,7.563450336456299,9.204999923706056,9.008749961853027,9.081250190734863,1540000,SSO
2006-07-12,7.41442060470581,9.192500114440918,8.979999542236328,9.188750267028809,1025600,SSO
2006-07-13,7.190364837646484,8.9399995803833,8.738750457763672,8.896249771118164,1390400,SSO
2006-07-14,7.12561559677124,8.743749618530273,8.5625,8.717499732971191,1208800,SSO
2006-07-17,7.118421077728272,8.725000381469727,8.600000381469727,8.678750038146973,455200,SSO
2006-07-18,7.129730224609375,8.831250190734863,8.513750076293945,8.71875,1639200,SSO
2006-07-19,7.3743367195129395,9.024999618530272,8.748749732971191,8.75,1752000,SSO
2006-07-20,7.28800630569458,9.0625,8.84375,9.050000190734863,922400,SSO
2006-07-21,7.172892093658447,8.826250076293945,8.688750267028809,8.787500381469727,1027200,SSO
2006-07-24,7.400030612945557,9.017499923706056,8.80875015258789,8.80875015258789,1067200,SSO
2006-07-25,7.493559837341309,9.161250114440918,8.94124984741211,8.982500076293945,1371200,SSO
2006-07-26,7.507949352264404,9.192500114440918,9.017499923706056,9.05500030517578,1105600,SSO
2006-07-27,7.4360032081604,9.225000381469728,9.00749969482422,9.198749542236328,1432000,SSO
2006-07-28,7.605589389801025,9.282500267028809,9.082500457763672,9.088749885559082,903200,SSO
2006-07-31,7.585037708282471,9.25,9.1899995803833,9.25,454400,SSO
2006-08-01,7.517202377319336,9.193750381469728,9.056249618530272,9.125,418400,SSO
2006-08-02,7.574755191802978,9.318750381469728,9.1899995803833,9.233750343322754,586400,SSO
2006-08-03,7.612782001495361,9.327500343322754,9.125,9.125,720800,SSO
2006-08-04,7.610727310180664,9.46875,9.175000190734863,9.462499618530272,1376800,SSO
2006-08-07,7.568590641021728,9.243749618530272,9.162500381469728,9.199999809265137,392800,SSO
2006-08-08,7.506924152374268,9.292499542236328,9.09000015258789,9.274999618530272,461600,SSO
2006-08-09,7.449367046356201,9.307499885559082,9.050000190734863,9.213749885559082,557600,SSO
2006-08-10,7.515143394470215,9.15625,9.001250267028809,9.037500381469728,1295200,SSO
2006-08-11,7.460670948028564,9.125,9.012499809265137,9.125,975200,SSO
2006-08-14,7.48636531829834,9.345000267028809,9.078749656677246,9.186249732971191,772800,SSO
2006-08-15,7.670338630676269,9.350000381469728,9.22249984741211,9.24625015258789,675200,SSO
2006-08-16,7.798811435699463,9.501250267028809,9.383749961853027,9.393750190734863,896000,SSO
2006-08-17,7.830673694610596,9.573749542236328,9.460000038146973,9.482500076293944,1523200,SSO
2006-08-18,7.862537860870361,9.587499618530272,9.46125030517578,9.55500030517578,665600,SSO
2006-08-21,7.825532913208008,9.542499542236328,9.487500190734863,9.5,324800,SSO
2006-08-22,7.838894367218018,9.582500457763672,9.46875,9.50749969482422,556800,SSO
2006-08-23,7.767978668212891,9.574999809265137,9.395000457763672,9.546250343322754,498400,SSO
2006-08-24,7.796752452850342,9.512499809265137,9.422499656677246,9.512499809265137,704000,SSO
2006-08-25,7.811145305633545,9.542499542236328,9.447500228881836,9.467499732971191,317600,SSO
2006-08-28,7.877954483032227,9.614999771118164,9.463749885559082,9.489999771118164,555200,SSO
2006-08-29,7.914953708648682,9.62874984741211,9.483750343322754,9.573749542236328,473600,SSO
2006-08-30,7.913924217224121,9.662500381469728,9.477499961853027,9.662500381469728,235200,SSO
2006-08-31,7.907758235931396,9.637499809265137,9.587499618530272,9.59375,222400,SSO
