Date,Close,High,Low,Open,Volume,Ticker
2006-06-21,1.9683775901794436,2.28125,2.254688024520874,2.280313014984131,761600,QLD
2006-06-22,1.922063231468201,2.2540628910064697,2.180624961853028,2.25,6806400,QLD
2006-06-23,1.9163411855697632,2.2362499237060547,2.171250104904175,2.195312976837158,1705600,QLD
2006-06-26,1.9234248399734497,2.21875,2.1875,2.203125,1811200,QLD
2006-06-27,1.8515006303787231,2.2093749046325684,2.1237499713897705,2.2093749046325684,3196800,QLD
2006-06-28,1.87411367893219,2.1543750762939453,2.106874942779541,2.132812976837158,3187200,QLD
2006-06-29,1.9874489307403564,2.2796878814697266,2.166563034057617,2.176563024520874,5644800,QLD
2006-06-30,1.9683775901794436,2.296875,2.255625009536743,2.296875,7584000,QLD
2006-07-03,1.9912627935409544,2.285938024520874,2.270625114440918,2.275000095367432,1190400,QLD
2006-07-05,1.9128000736236568,2.243124961853028,2.1878130435943604,2.242187976837158,4950400,QLD
2006-07-06,1.9016295671463013,2.221874952316284,2.17343807220459,2.20468807220459,2684800,QLD
2006-07-07,1.8599470853805544,2.184375047683716,2.1203129291534424,2.14218807220459,2294400,QLD
2006-07-10,1.829160571098328,2.161562919616699,2.079375028610229,2.153125047683716,3993600,QLD
2006-07-11,1.8591288328170776,2.1384379863739014,2.067500114440918,2.0824999809265137,5302400,QLD
2006-07-12,1.78557026386261,2.125,2.0374999046325684,2.119374990463257,7299200,QLD
2006-07-13,1.7286311388015747,2.0578129291534424,1.978124976158142,2.0578129291534424,13372800,QLD
2006-07-14,1.6932135820388794,1.979688048362732,1.921875,1.975000023841858,6928000,QLD
2006-07-17,1.70138680934906,1.96875,1.9262499809265137,1.957813024520874,4934400,QLD
2006-07-18,1.7109216451644895,1.975000023841858,1.896875023841858,1.96875,13027200,QLD
2006-07-19,1.747973918914795,2.033437967300415,1.9565629959106443,1.957813024520874,8470400,QLD
2006-07-20,1.7002968788146973,2.028125047683716,1.948438048362732,2.028125047683716,6009600,QLD
2006-07-21,1.6618826389312744,1.9375,1.903749942779541,1.9165630340576167,9315200,QLD
2006-07-24,1.723181962966919,1.9831249713897705,1.9215630292892456,1.9215630292892456,7667200,QLD
2006-07-25,1.7400732040405271,2.018749952316284,1.961562991142273,1.9859379529953003,10841600,QLD
